# compiler: R8
# compiler_version: 8.1.56
# min_api: 29
# common_typos_disable
# {"id":"com.android.tools.r8.mapping","version":"2.2"}
# pg_map_id: 296265e
# pg_map_hash: SHA-256 296265ed71b8b48ae7069370639d13d94e14e38e210132485b19eea49adb790b
_COROUTINE.ArtificialStackFrames -> a.b:
    0:28:void kotlinx.coroutines.channels.ChannelCoroutine.cancel(java.util.concurrent.CancellationException):0 -> a
    0:28:void cancel(java.util.concurrent.CancellationException):0 -> a
      # {"id":"com.android.tools.r8.synthesized"}
    29:30:void kotlinx.coroutines.channels.ChannelCoroutine.cancel(java.util.concurrent.CancellationException):0:0 -> a
    29:30:void cancel(java.util.concurrent.CancellationException):0 -> a
    31:35:java.lang.String kotlinx.coroutines.JobSupport.access$cancellationExceptionMessage(kotlinx.coroutines.JobSupport):0:0 -> a
    31:35:void kotlinx.coroutines.channels.ChannelCoroutine.cancel(java.util.concurrent.CancellationException):0 -> a
    31:35:void cancel(java.util.concurrent.CancellationException):0 -> a
    36:42:void kotlinx.coroutines.channels.ChannelCoroutine.cancel(java.util.concurrent.CancellationException):0:0 -> a
    36:42:void cancel(java.util.concurrent.CancellationException):0 -> a
    0:4:boolean isActive():0:0 -> b
    0:6:boolean kotlinx.coroutines.channels.ChannelCoroutine.isClosedForSend():0:0 -> c
    0:6:boolean isClosedForSend():0 -> c
      # {"id":"com.android.tools.r8.synthesized"}
    0:6:java.lang.Object kotlinx.coroutines.channels.ChannelCoroutine.send(java.lang.Object,kotlin.coroutines.Continuation):0:0 -> d
    0:6:java.lang.Object send(java.lang.Object,kotlin.coroutines.Continuation):0 -> d
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Ljava/lang/Object;"}
    0:8:java.lang.Object kotlinx.coroutines.channels.ChannelCoroutine.receiveCatching-JP2dKIU(kotlin.coroutines.Continuation):0:0 -> e
    0:8:java.lang.Object receiveCatching-JP2dKIU(kotlin.coroutines.Continuation):0 -> e
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lq0/i;)Ljava/lang/Object;"}
    0:6:java.lang.Object kotlinx.coroutines.channels.ChannelCoroutine.tryReceive-PtdJZtk():0:0 -> f
    0:6:java.lang.Object tryReceive-PtdJZtk():0 -> f
      # {"id":"com.android.tools.r8.synthesized"}
    0:6:boolean kotlinx.coroutines.channels.ChannelCoroutine.close(java.lang.Throwable):0:0 -> g
    0:6:boolean close(java.lang.Throwable):0 -> g
      # {"id":"com.android.tools.r8.synthesized"}
    0:6:java.lang.Object kotlinx.coroutines.channels.ChannelCoroutine.trySend-JP2dKIU(java.lang.Object):0:0 -> h
    0:6:java.lang.Object trySend-JP2dKIU(java.lang.Object):0 -> h
      # {"id":"com.android.tools.r8.synthesized"}
    0:6:kotlinx.coroutines.channels.ChannelIterator kotlinx.coroutines.channels.ChannelCoroutine.iterator():0:0 -> iterator
    0:6:kotlinx.coroutines.channels.BufferedChannel$BufferedChannelIterator iterator():0 -> iterator
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"()Lo0/b;"}
    0:5:void kotlinx.coroutines.channels.ChannelCoroutine.invokeOnClose(kotlin.jvm.functions.Function1):0:0 -> j
    0:5:void invokeOnClose(kotlin.jvm.functions.Function1):0 -> j
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lu/a;)V"}
    0:4:void kotlinx.coroutines.channels.ChannelCoroutine.cancelInternal(java.lang.Throwable):0:0 -> q
    0:4:void cancelInternal(java.lang.Throwable):0 -> q
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/util/concurrent/CancellationException;)V"}
    5:8:boolean kotlinx.coroutines.JobSupport.cancelCoroutine(java.lang.Throwable):0:0 -> q
    5:8:void kotlinx.coroutines.channels.ChannelCoroutine.cancelInternal(java.lang.Throwable):0 -> q
    5:8:void cancelInternal(java.lang.Throwable):0 -> q
kotlinx.coroutines.channels.ProducerScope -> o0.t:
kotlinx.coroutines.channels.ReceiveCatching -> o0.u:
    kotlinx.coroutines.CancellableContinuationImpl cont -> h
    0:5:void <init>(kotlinx.coroutines.CancellableContinuationImpl):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lm0/f;)V"}
    0:5:void invokeOnCancellation(kotlinx.coroutines.internal.Segment,int):0:0 -> a
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lr0/u;I)V"}
kotlinx.coroutines.channels.ReceiveChannel -> o0.v:
    void cancel(java.util.concurrent.CancellationException) -> a
    java.lang.Object receiveCatching-JP2dKIU(kotlin.coroutines.Continuation) -> e
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lq0/i;)Ljava/lang/Object;"}
    java.lang.Object tryReceive-PtdJZtk() -> f
    kotlinx.coroutines.channels.ChannelIterator iterator() -> iterator
      # {"id":"com.android.tools.r8.residualsignature","signature":"()Lo0/b;"}
kotlinx.coroutines.channels.SendChannel -> o0.w:
    boolean isClosedForSend() -> c
    java.lang.Object send(java.lang.Object,kotlin.coroutines.Continuation) -> d
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Ljava/lang/Object;"}
    boolean close(java.lang.Throwable) -> g
    java.lang.Object trySend-JP2dKIU(java.lang.Object) -> h
    void invokeOnClose(kotlin.jvm.functions.Function1) -> j
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lu/a;)V"}
kotlinx.coroutines.channels.WaiterEB -> o0.x:
    kotlinx.coroutines.Waiter waiter -> a
    0:5:void <init>(kotlinx.coroutines.Waiter):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lm0/g1;)V"}
    0:21:java.lang.String toString():0:0 -> toString
kotlinx.coroutines.flow.AbstractFlow$collect$1 -> p0.a:
    java.lang.Object L$0 -> h
    java.lang.Object result -> i
    kotlinx.coroutines.flow.AbstractFlow this$0 -> j
    int label -> k
    0:5:void <init>(kotlinx.coroutines.flow.AbstractFlow,kotlin.coroutines.Continuation):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/j;Lx/e;)V"}
    0:16:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
kotlinx.coroutines.flow.CallbackFlowBuilder -> p0.c:
    kotlin.jvm.functions.Function2 kotlinx.coroutines.flow.ChannelFlowBuilder.block -> d
    kotlin.jvm.functions.Function2 block -> e
    0:4:void kotlinx.coroutines.flow.ChannelFlowBuilder.<init>(kotlin.jvm.functions.Function2,kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow):0:0 -> <init>
    0:4:void <init>(kotlin.jvm.functions.Function2,kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow):0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lf0/p;Lx/j;ILo0/a;)V"}
    5:7:void <init>(kotlin.jvm.functions.Function2,kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow):0:0 -> <init>
    58:70:java.lang.Object kotlinx.coroutines.flow.ChannelFlowBuilder.collectTo$suspendImpl(kotlinx.coroutines.flow.ChannelFlowBuilder,kotlinx.coroutines.channels.ProducerScope,kotlin.coroutines.Continuation):0:0 -> a
    58:70:java.lang.Object kotlinx.coroutines.flow.ChannelFlowBuilder.collectTo(kotlinx.coroutines.channels.ProducerScope,kotlin.coroutines.Continuation):0 -> a
    58:70:java.lang.Object collectTo(kotlinx.coroutines.channels.ProducerScope,kotlin.coroutines.Continuation):0 -> a
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lo0/t;Lx/e;)Ljava/lang/Object;"}
    71:87:java.lang.Object collectTo(kotlinx.coroutines.channels.ProducerScope,kotlin.coroutines.Continuation):0:0 -> a
    0:7:kotlinx.coroutines.flow.internal.ChannelFlow create(kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow):0:0 -> b
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/j;ILo0/a;)Lq0/c;"}
    0:28:java.lang.String kotlinx.coroutines.flow.ChannelFlowBuilder.toString():0:0 -> c
    0:4:java.lang.String toString():0:0 -> toString
      # {"id":"com.android.tools.r8.synthesized"}
kotlinx.coroutines.flow.CallbackFlowBuilder$collectTo$1 -> p0.b:
    java.lang.Object L$0 -> h
    java.lang.Object result -> i
    kotlinx.coroutines.flow.CallbackFlowBuilder this$0 -> j
    int label -> k
    0:5:void <init>(kotlinx.coroutines.flow.CallbackFlowBuilder,kotlin.coroutines.Continuation):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/c;Lx/e;)V"}
    0:16:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
kotlinx.coroutines.flow.DistinctFlowImpl -> p0.f:
    kotlinx.coroutines.flow.Flow upstream -> a
    kotlin.jvm.functions.Function1 keySelector -> b
    kotlin.jvm.functions.Function2 areEquivalent -> c
    0:13:void <init>(kotlinx.coroutines.flow.Flow,kotlin.jvm.functions.Function1,kotlin.jvm.functions.Function2):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/g;)V"}
    0:27:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> collect
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/h;Lx/e;)Ljava/lang/Object;"}
kotlinx.coroutines.flow.DistinctFlowImpl$collect$2 -> p0.e:
    int $r8$classId -> h
    kotlinx.coroutines.flow.DistinctFlowImpl this$0 -> i
    kotlin.jvm.internal.Ref$ObjectRef $previousKey -> j
    kotlinx.coroutines.flow.FlowCollector $collector -> k
    1:1:void kotlinx.coroutines.flow.DistinctFlowImpl$collect$2.<init>(kotlinx.coroutines.flow.DistinctFlowImpl,kotlin.jvm.internal.Ref$ObjectRef,kotlinx.coroutines.flow.FlowCollector):0:0 -> <init>
    1:1:void $r8$init$synthetic(kotlinx.coroutines.flow.DistinctFlowImpl,kotlin.jvm.internal.Ref$ObjectRef,kotlinx.coroutines.flow.FlowCollector):0 -> <init>
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/f;Lkotlin/jvm/internal/l;Lp0/h;)V"}
    2:2:void kotlinx.coroutines.flow.internal.UndispatchedContextCollector.<init>(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext):0:0 -> <init>
    2:2:void $r8$init$synthetic(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext):0 -> <init>
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/h;Lx/j;)V"}
    14:107:java.lang.Object kotlinx.coroutines.flow.DistinctFlowImpl$collect$2.emit(java.lang.Object,kotlin.coroutines.Continuation):0:0 -> emit
    14:107:java.lang.Object emit$bridge(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Ljava/lang/Object;"}
    108:121:java.lang.Object kotlinx.coroutines.flow.internal.UndispatchedContextCollector.emit(java.lang.Object,kotlin.coroutines.Continuation):0:0 -> emit
    108:121:java.lang.Object emit$bridge(java.lang.Object,kotlin.coroutines.Continuation):0 -> emit
kotlinx.coroutines.flow.DistinctFlowImpl$collect$2$emit$1 -> p0.d:
    java.lang.Object result -> h
    kotlinx.coroutines.flow.DistinctFlowImpl$collect$2 this$0 -> i
    int label -> j
    0:5:void <init>(kotlinx.coroutines.flow.DistinctFlowImpl$collect$2,kotlin.coroutines.Continuation):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/e;Lx/e;)V"}
    0:16:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
kotlinx.coroutines.flow.Flow -> p0.g:
    java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation) -> collect
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/h;Lx/e;)Ljava/lang/Object;"}
kotlinx.coroutines.flow.FlowCollector -> p0.h:
    java.lang.Object emit(java.lang.Object,kotlin.coroutines.Continuation) -> emit
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Ljava/lang/Object;"}
kotlinx.coroutines.flow.FlowKt__ChannelsKt$emitAllImpl$1 -> p0.i:
    java.lang.Object L$0 -> h
    java.lang.Object L$1 -> i
    java.lang.Object L$2 -> j
    boolean Z$0 -> k
    java.lang.Object result -> l
    int label -> m
    11:15:java.lang.Object kotlinx.coroutines.flow.FlowKt__ChannelsKt.access$emitAllImpl$FlowKt__ChannelsKt(kotlinx.coroutines.flow.FlowCollector,kotlinx.coroutines.channels.ReceiveChannel,boolean,kotlin.coroutines.Continuation):0:0 -> invokeSuspend
    11:15:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
kotlinx.coroutines.flow.SafeFlow -> p0.j:
    kotlin.jvm.functions.Function2 block -> a
    0:2:void kotlinx.coroutines.flow.AbstractFlow.<init>():0:0 -> <init>
    0:2:void <init>(kotlin.jvm.functions.Function2):0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Landroidx/room/g;)V"}
    3:5:void <init>(kotlin.jvm.functions.Function2):0:0 -> <init>
    0:68:java.lang.Object kotlinx.coroutines.flow.AbstractFlow.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> collect
    0:68:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/h;Lx/e;)Ljava/lang/Object;"}
    69:82:java.lang.Object kotlinx.coroutines.flow.SafeFlow.collectSafely(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> collect
    69:82:java.lang.Object kotlinx.coroutines.flow.AbstractFlow.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    69:82:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    83:94:java.lang.Object kotlinx.coroutines.flow.AbstractFlow.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> collect
    83:94:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
kotlinx.coroutines.flow.internal.ChannelFlow -> q0.c:
    kotlin.coroutines.CoroutineContext context -> a
    int capacity -> b
    kotlinx.coroutines.channels.BufferOverflow onBufferOverflow -> c
    0:9:void <init>(kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/j;ILo0/a;)V"}
    java.lang.Object collectTo(kotlinx.coroutines.channels.ProducerScope,kotlin.coroutines.Continuation) -> a
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lo0/t;Lx/e;)Ljava/lang/Object;"}
    kotlinx.coroutines.flow.internal.ChannelFlow create(kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow) -> b
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/j;ILo0/a;)Lq0/c;"}
    0:17:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlow.collect$suspendImpl(kotlinx.coroutines.flow.internal.ChannelFlow,kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> collect
    0:17:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/h;Lx/e;)Ljava/lang/Object;"}
    79:86:java.lang.String kotlinx.coroutines.DebugStringsKt.getClassSimpleName(java.lang.Object):0:0 -> toString
    79:86:java.lang.String toString():0 -> toString
    87:118:java.lang.String toString():0:0 -> toString
kotlinx.coroutines.flow.internal.ChannelFlow$collect$2 -> q0.a:
    int label -> h
    java.lang.Object L$0 -> i
    kotlinx.coroutines.flow.FlowCollector $collector -> j
    kotlinx.coroutines.flow.internal.ChannelFlow this$0 -> k
    0:8:void <init>(kotlinx.coroutines.flow.FlowCollector,kotlinx.coroutines.flow.internal.ChannelFlow,kotlin.coroutines.Continuation):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/e;Lp0/h;Lq0/c;)V"}
    0:11:kotlin.coroutines.Continuation create(java.lang.Object,kotlin.coroutines.Continuation):0:0 -> create
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Lx/e;"}
    4:16:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlow$collect$2.invoke(kotlinx.coroutines.CoroutineScope,kotlin.coroutines.Continuation):0:0 -> invoke
    4:16:java.lang.Object invoke(java.lang.Object,java.lang.Object):0 -> invoke
    30:37:int kotlinx.coroutines.flow.internal.ChannelFlow.getProduceCapacity$kotlinx_coroutines_core():0:0 -> invokeSuspend
    30:37:kotlinx.coroutines.channels.ReceiveChannel kotlinx.coroutines.flow.internal.ChannelFlow.produceImpl(kotlinx.coroutines.CoroutineScope):0 -> invokeSuspend
    30:37:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
      # {"id":"com.android.tools.r8.rewriteFrame","conditions":["throws(Ljava/lang/NullPointerException;)"],"actions":["removeInnerFrames(2)"]}
    38:44:kotlin.jvm.functions.Function2 kotlinx.coroutines.flow.internal.ChannelFlow.getCollectToFun$kotlinx_coroutines_core():0:0 -> invokeSuspend
    38:44:kotlinx.coroutines.channels.ReceiveChannel kotlinx.coroutines.flow.internal.ChannelFlow.produceImpl(kotlinx.coroutines.CoroutineScope):0 -> invokeSuspend
    38:44:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
    45:65:kotlinx.coroutines.channels.ReceiveChannel kotlinx.coroutines.channels.ProduceKt.produce(kotlinx.coroutines.CoroutineScope,kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow,kotlinx.coroutines.CoroutineStart,kotlin.jvm.functions.Function1,kotlin.jvm.functions.Function2):0:0 -> invokeSuspend
    45:65:kotlinx.coroutines.channels.ReceiveChannel kotlinx.coroutines.channels.ProduceKt.produce$default(kotlinx.coroutines.CoroutineScope,kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow,kotlinx.coroutines.CoroutineStart,kotlin.jvm.functions.Function1,kotlin.jvm.functions.Function2,int,java.lang.Object):0 -> invokeSuspend
    45:65:kotlinx.coroutines.channels.ReceiveChannel kotlinx.coroutines.flow.internal.ChannelFlow.produceImpl(kotlinx.coroutines.CoroutineScope):0 -> invokeSuspend
    45:65:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
    66:67:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
    68:81:java.lang.Object kotlinx.coroutines.flow.FlowKt__ChannelsKt.emitAll(kotlinx.coroutines.flow.FlowCollector,kotlinx.coroutines.channels.ReceiveChannel,kotlin.coroutines.Continuation):0:0 -> invokeSuspend
    68:81:java.lang.Object kotlinx.coroutines.flow.FlowKt.emitAll(kotlinx.coroutines.flow.FlowCollector,kotlinx.coroutines.channels.ReceiveChannel,kotlin.coroutines.Continuation):0 -> invokeSuspend
    68:81:java.lang.Object invokeSuspend(java.lang.Object):0 -> invokeSuspend
kotlinx.coroutines.flow.internal.ChannelFlow$collectToFun$1 -> q0.b:
    int label -> h
    java.lang.Object L$0 -> i
    kotlinx.coroutines.flow.internal.ChannelFlow this$0 -> j
    0:6:void <init>(kotlinx.coroutines.flow.internal.ChannelFlow,kotlin.coroutines.Continuation):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lq0/c;Lx/e;)V"}
    0:9:kotlin.coroutines.Continuation create(java.lang.Object,kotlin.coroutines.Continuation):0:0 -> create
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Lx/e;"}
    4:16:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlow$collectToFun$1.invoke(kotlinx.coroutines.channels.ProducerScope,kotlin.coroutines.Continuation):0:0 -> invoke
    4:16:java.lang.Object invoke(java.lang.Object,java.lang.Object):0 -> invoke
    0:41:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
kotlinx.coroutines.flow.internal.ChannelFlowOperator$collectWithContextUndispatched$2 -> q0.d:
    int label -> h
    java.lang.Object L$0 -> i
    kotlinx.coroutines.flow.internal.ChannelFlowOperator this$0 -> j
    0:6:void <init>(kotlinx.coroutines.flow.internal.ChannelFlowOperator,kotlin.coroutines.Continuation):0:0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lq0/e;Lx/e;)V"}
    0:9:kotlin.coroutines.Continuation create(java.lang.Object,kotlin.coroutines.Continuation):0:0 -> create
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Ljava/lang/Object;Lx/e;)Lx/e;"}
    4:16:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator$collectWithContextUndispatched$2.invoke(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> invoke
    4:16:java.lang.Object invoke(java.lang.Object,java.lang.Object):0 -> invoke
    0:41:java.lang.Object invokeSuspend(java.lang.Object):0:0 -> invokeSuspend
kotlinx.coroutines.flow.internal.ChannelFlowOperatorImpl -> q0.e:
    kotlinx.coroutines.flow.Flow kotlinx.coroutines.flow.internal.ChannelFlowOperator.flow -> d
    0:5:void kotlinx.coroutines.flow.internal.ChannelFlowOperator.<init>(kotlinx.coroutines.flow.Flow,kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow):0:0 -> <init>
    0:5:void <init>(kotlinx.coroutines.flow.Flow,kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow):0 -> <init>
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/g;Lx/j;ILo0/a;)V"}
    0:16:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collectTo$suspendImpl(kotlinx.coroutines.flow.internal.ChannelFlowOperator,kotlinx.coroutines.channels.ProducerScope,kotlin.coroutines.Continuation):0:0 -> a
    0:16:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collectTo(kotlinx.coroutines.channels.ProducerScope,kotlin.coroutines.Continuation):0 -> a
    0:16:java.lang.Object collectTo(kotlinx.coroutines.channels.ProducerScope,kotlin.coroutines.Continuation):0 -> a
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lo0/t;Lx/e;)Ljava/lang/Object;"}
    0:7:kotlinx.coroutines.flow.internal.ChannelFlow create(kotlin.coroutines.CoroutineContext,int,kotlinx.coroutines.channels.BufferOverflow):0:0 -> b
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lx/j;ILo0/a;)Lq0/c;"}
    0:13:java.lang.Object flowCollect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> c
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/h;Lx/e;)Ljava/lang/Object;"}
    0:49:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect$suspendImpl(kotlinx.coroutines.flow.internal.ChannelFlowOperator,kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0:0 -> collect
    0:49:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    0:49:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
      # {"id":"com.android.tools.r8.synthesized"}
      # {"id":"com.android.tools.r8.residualsignature","signature":"(Lp0/h;Lx/e;)Ljava/lang/Object;"}
    50:53:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collectWithContextUndispatched(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext,kotlin.coroutines.Continuation):0:0 -> collect
    50:53:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect$suspendImpl(kotlinx.coroutines.flow.internal.ChannelFlowOperator,kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    50:53:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    50:53:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    54:64:kotlinx.coroutines.flow.FlowCollector kotlinx.coroutines.flow.internal.ChannelFlowKt.withUndispatchedContextCollector(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext):0:0 -> collect
    54:64:kotlinx.coroutines.flow.FlowCollector kotlinx.coroutines.flow.internal.ChannelFlowKt.access$withUndispatchedContextCollector(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext):0 -> collect
    54:64:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collectWithContextUndispatched(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext,kotlin.coroutines.Continuation):0 -> collect
    54:64:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect$suspendImpl(kotlinx.coroutines.flow.internal.ChannelFlowOperator,kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    54:64:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    54:64:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    65:70:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collectWithContextUndispatched(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext,kotlin.coroutines.Continuation):0:0 -> collect
    65:70:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect$suspendImpl(kotlinx.coroutines.flow.internal.ChannelFlowOperator,kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    65:70:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    65:70:java.lang.Object collect(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.Continuation):0 -> collect
    71:78:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowKt.withContextUndispatched$default(kotlin.coroutines.CoroutineContext,java.lang.Object,java.lang.Object,kotlin.jvm.functions.Function2,kotlin.coroutines.Continuation,int,java.lang.Object):0:0 -> collect
    71:78:java.lang.Object kotlinx.coroutines.flow.internal.ChannelFlowOperator.collectWithContextUndispatched(kotlinx.coroutines.flow.FlowCollector,kotlin.coroutines.CoroutineContext,kotlin.coroutines.Continuation):0 -> collect
